vendedor_1,vendedor_2,producto,fecha
1,5,TABLET10,01/02/2016
3,8,LAPTOP15,01/10/2011
4,4,TABLET10,27/10/2022
4,4,CONSOLA9,13/05/2018
5,6,LAPTOP15,05/09/2012
6,6,TABLET10,05/04/2021
7,5,LAPTOP15,06/02/2025
7,5,SMARTWAT,08/03/2011
2,6,CELULAA01,09/01/2014
6,6,SMARTWAT,03/01/2015
6,9,LAPTOP15,27/07/2021
4,9,TABLET10,12/01/2011
6,9,SMARTWAT,29/12/2018
8,4,CAMARAHD,19/07/2011
6,3,CELULAA01,07/06/2020
2,4,DRONE99,01/05/2016
3,6,IMPRES33,20/12/2016
9,7,TABLET10,05/05/2017
6,8,IMPRES33,09/12/2011
8,10,CELULAA01,28/05/2022
3,5,LAPTOP15,30/03/2020
5,4,DRONE99,07/03/2010
9,7,CONSOLA9,11/04/2018
5,8,CAMARAHD,02/07/2014
2,8,DRONE99,16/07/2016
7,7,CELULAA01,24/08/2022
2,4,DRONE99,25/10/2016
2,7,CONSOLA9,20/12/2023
6,4,CONSOLA9,11/06/2015
5,3,LAPTOP15,28/05/2020
7,7,SMARTWAT,05/04/2018
6,10,LAPTOP15,10/04/2023
5,7,LAPTOP15,24/01/2021
7,8,AIRE2200,20/05/2014
5,8,IMPRES33,05/04/2022
5,6,LAPTOP15,02/07/2015
9,7,IMPRES33,18/05/2013
7,9,DRONE99,22/02/2010
3,7,CONSOLA9,14/03/2019
7,9,TABLET10,15/07/2010
6,9,AIRE2200,24/03/2015
7,9,CAMARAHD,23/02/2022
3,7,IMPRES33,08/10/2017
4,6,CONSOLA9,06/04/2024
7,10,CAMARAHD,21/07/2025
8,8,CAMARAHD,20/03/2010
5,7,CAMARAHD,07/07/2017
5,11,CONSOLA9,12/01/2010
5,6,TV42,28/09/2024
4,16,TV42,10/06/2018
5,7,IMPRES33,24/11/2016
5,5,CONSOLA9,01/05/2012
3,8,LAPTOP15,08/08/2014
3,5,AIRE2200,19/11/2021
3,5,IMPRES33,06/05/2015
3,10,CAMARAHD,02/06/2019
6,7,IMPRES33,13/01/2021
6,13,LAPTOP15,06/05/2011
6,4,CONSOLA9,12/03/2013
5,9,TV42,17/12/2025
3,8,LAPTOP15,11/04/2016
6,7,LAPTOP15,02/02/2012
6,9,AIRE2200,26/12/2010
5,8,TV42,12/03/2015
4,3,LAPTOP15,28/08/2021
5,7,AIRE2200,07/04/2019
6,6,AIRE2200,20/09/2025
4,4,SMARTWAT,10/05/2018
4,6,TABLET10,13/04/2020
4,5,CAMARAHD,27/11/2011
6,8,CAMARAHD,10/01/2023
4,9,IMPRES33,22/02/2012
3,2,CELULAA01,03/05/2021
4,3,IMPRES33,29/12/2012
6,4,IMPRES33,17/04/2024
4,8,LAPTOP15,05/11/2018
3,8,LAPTOP15,06/09/2011
6,9,SMARTWAT,11/04/2023
6,5,DRONE99,26/09/2022
3,5,CELULAA01,26/05/2011
3,7,SMARTWAT,04/10/2019
2,11,SMARTWAT,09/11/2024
3,7,SMARTWAT,06/12/2012
5,5,LAPTOP15,24/04/2015
7,7,DRONE99,17/07/2016
3,6,CONSOLA9,09/11/2015
3,5,DRONE99,24/01/2017
6,8,AIRE2200,25/10/2018
7,12,SMARTWAT,19/09/2025
3,4,SMARTWAT,26/04/2017
6,9,CONSOLA9,18/02/2017
8,9,TABLET10,26/02/2020
3,3,AIRE2200,06/02/2016
3,6,CAMARAHD,29/03/2015
5,5,CAMARAHD,04/09/2011
5,9,CONSOLA9,19/07/2014
7,9,IMPRES33,20/01/2013
9,9,CELULAA01,11/02/2023
4,2,AIRE2200,11/06/2012
6,3,TV42,27/06/2013
6,6,TV42,15/05/2012
5,6,CONSOLA9,08/09/2013
6,9,AIRE2200,31/01/2020
10,5,TV42,14/06/2020
4,10,SMARTWAT,16/01/2017
3,5,CONSOLA9,13/02/2019
8,7,DRONE99,16/09/2012
6,9,CONSOLA9,08/01/2022
7,9,LAPTOP15,14/01/2018
5,4,CELULAA01,28/08/2014
6,10,CONSOLA9,20/02/2020
2,7,DRONE99,30/11/2016
4,7,TV42,23/05/2020
4,4,IMPRES33,11/12/2015
5,9,AIRE2200,09/09/2012
6,5,CONSOLA9,11/01/2012
6,5,TV42,15/07/2013
3,11,CONSOLA9,22/05/2025
6,6,DRONE99,28/10/2016
3,8,IMPRES33,21/10/2025
7,9,IMPRES33,18/08/2025
3,5,IMPRES33,14/07/2023
6,7,CAMARAHD,27/11/2010
9,1,SMARTWAT,28/10/2014
3,6,SMARTWAT,09/05/2017
5,4,TABLET10,30/04/2013
7,13,CELULAA01,18/01/2012
2,7,IMPRES33,13/12/2025
4,5,CELULAA01,27/07/2015
4,1,CELULAA01,24/12/2017
12,7,TABLET10,21/11/2018
3,9,CONSOLA9,08/07/2021
4,9,CONSOLA9,06/02/2011
7,7,CONSOLA9,10/03/2025
6,9,CELULAA01,14/09/2016
9,6,LAPTOP15,02/11/2015
6,4,AIRE2200,25/11/2013
3,8,TV42,12/09/2010
3,6,TV42,26/01/2019
1,10,CAMARAHD,22/02/2020
4,9,TABLET10,21/06/2022
4,3,DRONE99,04/05/2022
2,10,TV42,09/08/2015
2,8,CONSOLA9,15/02/2012
8,4,AIRE2200,13/05/2020
8,7,CAMARAHD,14/04/2012
6,5,AIRE2200,19/02/2013
7,5,CONSOLA9,21/09/2012
1,6,CAMARAHD,08/04/2010
6,11,CELULAA01,21/05/2011
5,3,IMPRES33,26/12/2014
7,5,SMARTWAT,06/12/2012
11,16,CONSOLA9,12/06/2014
1,8,TV42,26/12/2018
5,8,AIRE2200,08/05/2018
5,8,CONSOLA9,24/05/2025
5,11,TV42,20/02/2024
3,5,CELULAA01,17/06/2024
4,11,CAMARAHD,20/11/2011
6,8,LAPTOP15,23/01/2023
7,4,AIRE2200,23/02/2023
7,10,SMARTWAT,22/10/2015
2,7,IMPRES33,07/09/2011
5,5,TV42,28/06/2010
8,6,SMARTWAT,13/06/2011
6,8,DRONE99,08/06/2014
8,13,CELULAA01,27/06/2024
4,6,LAPTOP15,12/12/2019
4,7,DRONE99,21/11/2012
3,7,SMARTWAT,24/01/2012
2,7,TV42,09/06/2017
4,7,LAPTOP15,30/09/2012
5,10,TABLET10,16/12/2010
5,6,CELULAA01,04/05/2020
3,5,LAPTOP15,19/02/2011
4,4,AIRE2200,08/10/2013
3,9,CAMARAHD,15/11/2022
9,6,CAMARAHD,19/09/2019
2,3,SMARTWAT,10/11/2018
7,4,CAMARAHD,16/02/2021
5,15,CAMARAHD,30/08/2010
6,6,DRONE99,02/08/2018
5,7,AIRE2200,28/04/2025
11,3,AIRE2200,28/07/2019
3,4,SMARTWAT,16/11/2013
3,2,CONSOLA9,09/12/2017
5,8,SMARTWAT,25/10/2014
5,13,CELULAA01,14/03/2014
3,8,TV42,02/03/2016
6,13,AIRE2200,11/04/2016
5,7,CONSOLA9,02/01/2020
6,7,TABLET10,02/05/2013
2,2,TV42,11/10/2010
5,10,AIRE2200,10/10/2023
6,11,CAMARAHD,21/11/2023
2,10,SMARTWAT,03/11/2023
8,6,CONSOLA9,07/07/2015
5,6,IMPRES33,08/07/2024
5,6,TABLET10,14/08/2016
12,7,TV42,10/03/2021
4,9,TABLET10,30/03/2019
7,5,SMARTWAT,09/05/2022
5,10,TV42,29/09/2020
3,5,IMPRES33,15/05/2011
8,6,CAMARAHD,20/12/2011
3,10,CONSOLA9,10/04/2016
3,7,DRONE99,04/08/2018
6,9,CAMARAHD,29/01/2013
4,5,SMARTWAT,28/05/2019
7,9,CELULAA01,22/06/2014
5,5,DRONE99,31/05/2024
4,2,AIRE2200,17/10/2021
3,6,SMARTWAT,04/08/2015
3,8,SMARTWAT,24/02/2024
6,5,CAMARAHD,12/03/2022
4,10,CELULAA01,09/06/2010
3,7,TV42,31/07/2018
7,4,CAMARAHD,31/12/2025
2,8,IMPRES33,20/01/2018
7,8,LAPTOP15,04/10/2020
3,10,LAPTOP15,19/03/2022
6,11,CONSOLA9,14/11/2020
5,8,TV42,19/09/2017
4,4,TV42,08/09/2022
3,12,LAPTOP15,08/04/2021
4,9,TV42,19/03/2017
6,7,CAMARAHD,17/09/2018
6,6,AIRE2200,25/01/2016
3,9,DRONE99,13/01/2014
3,6,CONSOLA9,02/08/2010
4,4,SMARTWAT,25/02/2017
7,5,TABLET10,24/05/2023
5,10,IMPRES33,30/11/2014
6,3,TABLET10,29/08/2010
4,5,IMPRES33,20/04/2016
2,9,TABLET10,25/04/2011
4,9,LAPTOP15,31/07/2020
6,9,LAPTOP15,16/11/2021
6,6,CAMARAHD,07/01/2018
7,5,CAMARAHD,06/02/2023
6,8,SMARTWAT,22/03/2015
2,8,SMARTWAT,31/07/2013
6,6,CELULAA01,31/03/2012
5,3,CONSOLA9,24/07/2015
3,5,SMARTWAT,25/09/2024
6,11,IMPRES33,30/05/2015
6,7,IMPRES33,24/12/2015
11,5,SMARTWAT,20/12/2021
5,6,TABLET10,04/04/2011
7,9,DRONE99,03/12/2014
5,7,LAPTOP15,30/11/2022
4,7,DRONE99,17/09/2018
1,9,CELULAA01,16/12/2017
7,6,AIRE2200,24/11/2013
5,4,CELULAA01,13/12/2013
4,9,CAMARAHD,22/04/2015
6,6,CAMARAHD,16/04/2023
1,2,DRONE99,18/02/2017
3,2,TV42,24/08/2025
5,9,AIRE2200,18/01/2018
8,10,AIRE2200,09/04/2023
5,9,IMPRES33,20/08/2010
2,9,CONSOLA9,11/10/2025
11,8,TABLET10,17/09/2025
8,3,CAMARAHD,20/11/2017
3,5,CONSOLA9,25/09/2022
7,7,SMARTWAT,23/08/2022
5,7,CELULAA01,10/03/2013
3,7,CAMARAHD,18/08/2022
10,8,CELULAA01,23/03/2014
6,7,CAMARAHD,15/01/2021
7,12,TV42,28/02/2022
2,10,IMPRES33,06/12/2016
4,10,CAMARAHD,09/12/2013
8,5,CAMARAHD,31/12/2020
6,5,TABLET10,07/11/2010
4,7,AIRE2200,10/01/2012
7,2,TABLET10,06/04/2011
5,11,CAMARAHD,21/03/2015
5,8,SMARTWAT,30/06/2023
4,7,TV42,28/11/2014
7,4,CELULAA01,13/06/2010
7,12,LAPTOP15,22/10/2021
5,8,AIRE2200,20/09/2020
2,3,DRONE99,06/01/2010
5,4,AIRE2200,10/06/2017
1,6,IMPRES33,10/10/2023
3,7,TV42,09/07/2014
11,6,CAMARAHD,04/12/2012
4,5,CELULAA01,23/08/2017
6,5,LAPTOP15,24/12/2013
5,5,TABLET10,04/04/2017
11,4,CELULAA01,03/05/2011
5,8,IMPRES33,29/06/2010
7,5,IMPRES33,25/04/2013
6,1,DRONE99,27/02/2023
6,4,SMARTWAT,21/10/2025
7,4,CONSOLA9,06/03/2013
6,5,CELULAA01,27/06/2012
5,9,CELULAA01,21/10/2021
2,6,SMARTWAT,09/03/2018
3,7,TABLET10,18/08/2011
2,7,DRONE99,19/05/2018
4,7,TV42,20/10/2025
6,9,TV42,07/11/2024
2,9,SMARTWAT,15/11/2018
6,8,IMPRES33,22/02/2023
6,4,LAPTOP15,07/04/2012
7,8,AIRE2200,20/07/2017
5,4,LAPTOP15,08/10/2016
2,9,IMPRES33,27/03/2017
2,6,IMPRES33,22/01/2013
7,8,TV42,14/07/2013
3,7,SMARTWAT,19/10/2019
8,9,TV42,03/05/2024
3,6,SMARTWAT,05/12/2020
3,5,DRONE99,24/07/2024
6,7,TV42,12/02/2017
6,7,CELULAA01,28/11/2013
4,5,CONSOLA9,11/11/2025
5,3,AIRE2200,09/08/2022
7,4,CONSOLA9,22/07/2025
5,12,SMARTWAT,07/10/2023
5,9,AIRE2200,02/01/2018
5,4,CELULAA01,03/01/2015
4,10,DRONE99,05/12/2024
6,8,CAMARAHD,18/03/2023
2,13,TV42,07/12/2013
4,6,SMARTWAT,27/06/2018
5,8,IMPRES33,18/11/2016
7,5,TV42,11/06/2025
3,8,SMARTWAT,09/08/2016
9,7,LAPTOP15,09/11/2012
2,6,TV42,26/12/2013
3,4,TV42,15/01/2010
6,10,CELULAA01,29/09/2025
5,7,TV42,06/11/2022
7,6,CONSOLA9,13/10/2018
2,7,LAPTOP15,23/09/2022
8,9,SMARTWAT,23/09/2010
7,3,DRONE99,31/01/2014
2,7,CELULAA01,06/07/2023
6,7,SMARTWAT,19/02/2017
3,7,SMARTWAT,18/09/2023
4,2,CONSOLA9,15/12/2014
5,4,TABLET10,06/05/2024
4,5,TV42,07/09/2022
6,12,TABLET10,02/05/2012
5,6,TV42,16/02/2021
6,7,CONSOLA9,26/02/2013
3,4,TABLET10,05/06/2017
4,10,AIRE2200,30/09/2011
3,5,IMPRES33,04/05/2015
4,4,SMARTWAT,12/10/2017
4,7,IMPRES33,02/03/2017
5,4,IMPRES33,07/10/2013
4,6,DRONE99,08/04/2024
6,5,LAPTOP15,28/12/2011
5,5,AIRE2200,25/11/2025
7,7,TABLET10,10/01/2025
5,4,TV42,02/05/2024
5,4,CAMARAHD,13/07/2017
6,8,AIRE2200,07/01/2020
3,8,CONSOLA9,04/04/2010
7,9,CONSOLA9,13/12/2015
6,9,SMARTWAT,14/09/2014
7,12,TV42,07/08/2015
7,9,AIRE2200,19/07/2025
5,4,CELULAA01,10/07/2011
5,5,TABLET10,11/11/2017
5,10,TABLET10,04/10/2015
7,6,CAMARAHD,04/06/2012
3,6,TABLET10,11/01/2010
6,6,SMARTWAT,30/01/2011
6,9,CELULAA01,28/08/2018
3,8,DRONE99,30/10/2019
8,5,LAPTOP15,31/05/2019
7,13,LAPTOP15,24/09/2013
3,7,TV42,15/04/2019
4,7,CAMARAHD,22/01/2021
2,8,CAMARAHD,30/06/2018
4,5,CAMARAHD,17/11/2017
3,10,TV42,01/04/2022
5,9,TABLET10,02/06/2018
6,7,TV42,10/04/2012
6,7,LAPTOP15,02/10/2020
4,7,DRONE99,19/12/2022
4,9,DRONE99,07/08/2024
5,12,TV42,31/05/2025
8,5,TV42,22/01/2015
5,4,CELULAA01,25/08/2013
8,4,SMARTWAT,14/02/2020
2,5,CAMARAHD,27/08/2011
7,8,CELULAA01,01/10/2010
11,6,DRONE99,12/08/2016
4,4,DRONE99,14/06/2010
6,7,CAMARAHD,23/02/2017
3,9,TV42,10/11/2015
3,7,DRONE99,07/05/2012
1,4,AIRE2200,31/08/2011
3,11,IMPRES33,01/09/2017
6,9,IMPRES33,25/10/2013
3,8,LAPTOP15,03/06/2018
2,7,CAMARAHD,11/08/2013
6,11,TABLET10,07/09/2011
4,10,SMARTWAT,09/04/2022
3,6,CAMARAHD,02/02/2012
6,7,SMARTWAT,31/07/2017
2,10,AIRE2200,29/04/2023
3,9,IMPRES33,06/10/2023
10,7,TV42,29/10/2020
7,5,SMARTWAT,20/10/2025
4,4,IMPRES33,11/09/2010
1,6,DRONE99,04/09/2019
3,8,TV42,29/08/2024
7,6,DRONE99,13/09/2013
7,8,CELULAA01,16/08/2023
3,17,CONSOLA9,27/09/2019
7,2,CAMARAHD,10/07/2013
2,7,IMPRES33,15/03/2011
5,11,SMARTWAT,09/04/2012
2,4,AIRE2200,05/06/2017
4,4,DRONE99,11/08/2014
5,3,DRONE99,06/04/2014
3,5,CAMARAHD,07/03/2019
4,7,CAMARAHD,21/08/2025
5,9,IMPRES33,06/06/2022
2,3,TABLET10,11/02/2022
5,10,CELULAA01,14/12/2015
6,6,DRONE99,25/10/2024
2,7,IMPRES33,25/04/2016
5,4,TABLET10,02/09/2016
5,2,LAPTOP15,30/04/2015
7,5,CAMARAHD,25/02/2012
8,8,IMPRES33,11/02/2011
7,6,LAPTOP15,24/10/2018
4,12,IMPRES33,28/10/2022
7,7,AIRE2200,30/04/2022
6,11,TABLET10,04/01/2021
7,6,DRONE99,12/06/2013
5,7,LAPTOP15,23/03/2011
5,7,SMARTWAT,03/02/2018
5,9,CONSOLA9,01/02/2010
7,3,SMARTWAT,04/08/2019
5,6,TV42,19/12/2011
2,10,CONSOLA9,09/08/2016
4,4,DRONE99,06/11/2024
7,8,TV42,08/01/2024
7,11,IMPRES33,18/06/2023
6,4,LAPTOP15,09/10/2020
3,9,CONSOLA9,24/06/2014
1,8,SMARTWAT,05/03/2012
4,8,AIRE2200,30/07/2010
9,9,AIRE2200,23/08/2014
5,9,AIRE2200,31/10/2013
4,5,IMPRES33,25/04/2024
4,11,CONSOLA9,18/07/2016
7,8,LAPTOP15,03/11/2011
4,8,IMPRES33,15/08/2020
6,5,SMARTWAT,04/08/2012
2,7,CELULAA01,01/12/2016
7,4,CELULAA01,01/12/2018
3,4,LAPTOP15,24/07/2020
3,10,CONSOLA9,20/12/2020
6,10,AIRE2200,29/10/2024
4,6,CELULAA01,11/12/2015
7,13,LAPTOP15,17/01/2012
6,9,TABLET10,25/05/2024
8,6,IMPRES33,16/03/2022
3,8,TV42,10/09/2018
5,6,IMPRES33,23/02/2014
6,6,SMARTWAT,28/04/2018
3,8,LAPTOP15,22/07/2018
4,7,LAPTOP15,15/04/2018
8,6,AIRE2200,09/03/2014
4,8,CELULAA01,31/12/2019
4,4,TV42,01/01/2011
4,1,DRONE99,27/11/2015
4,7,AIRE2200,12/11/2019
8,6,AIRE2200,06/06/2020
7,11,CAMARAHD,28/11/2015
7,4,DRONE99,28/01/2015
5,6,TABLET10,10/01/2016
7,11,CELULAA01,28/08/2022
4,3,SMARTWAT,20/05/2011
7,4,TV42,23/05/2013
2,5,LAPTOP15,15/08/2025
2,9,CELULAA01,20/12/2024
5,4,AIRE2200,03/03/2012
5,9,CONSOLA9,04/12/2011
8,12,TABLET10,26/12/2024
6,9,CELULAA01,17/09/2017
5,8,CONSOLA9,22/02/2022
8,6,TABLET10,15/04/2019
5,4,CONSOLA9,25/03/2023
7,5,SMARTWAT,07/02/2015
4,6,SMARTWAT,02/06/2022
7,3,AIRE2200,15/05/2011
6,4,AIRE2200,07/09/2018
5,11,SMARTWAT,20/09/2021
3,8,TABLET10,23/05/2019
5,5,TV42,04/01/2022
5,6,TABLET10,30/05/2025
4,6,IMPRES33,25/08/2020
1,7,CONSOLA9,05/11/2022
6,4,CONSOLA9,15/04/2015
6,5,CONSOLA9,06/09/2020
7,11,LAPTOP15,14/09/2016
8,5,TV42,09/10/2011
7,5,IMPRES33,09/11/2018
1,9,CAMARAHD,12/10/2010
5,6,LAPTOP15,06/04/2021
4,7,SMARTWAT,24/10/2022
8,8,TABLET10,04/08/2021
3,8,IMPRES33,26/10/2022
1,7,CAMARAHD,13/03/2025
2,7,SMARTWAT,30/11/2023
3,10,CELULAA01,22/04/2013
7,3,CAMARAHD,12/09/2012
4,6,TV42,27/01/2020
7,5,AIRE2200,17/11/2013
11,12,CONSOLA9,01/10/2013
3,12,AIRE2200,02/10/2014
7,7,LAPTOP15,28/04/2014
5,5,CAMARAHD,30/10/2012
9,11,CELULAA01,16/12/2010
5,5,TABLET10,01/07/2019
7,8,CELULAA01,04/10/2011
4,9,TV42,28/04/2025
3,8,TV42,07/10/2019
5,9,AIRE2200,13/07/2014
4,5,CONSOLA9,26/01/2024
8,7,CAMARAHD,26/04/2013
4,6,AIRE2200,07/05/2023
3,12,TABLET10,14/10/2015
5,12,CAMARAHD,04/03/2017
2,6,IMPRES33,03/07/2011
6,7,TABLET10,14/12/2011
6,8,IMPRES33,15/09/2018
3,8,CONSOLA9,24/06/2022
4,6,SMARTWAT,30/11/2018
5,8,TABLET10,20/05/2022
7,8,CONSOLA9,25/04/2017
6,7,TABLET10,12/03/2016
3,8,CELULAA01,28/08/2021
6,5,SMARTWAT,11/04/2020
3,2,TABLET10,12/04/2010
6,4,CONSOLA9,16/09/2025
2,9,TABLET10,23/12/2023
3,8,SMARTWAT,07/03/2023
4,3,SMARTWAT,20/09/2021
11,8,LAPTOP15,31/05/2019
5,5,DRONE99,10/07/2012
4,10,SMARTWAT,19/04/2019
3,5,TV42,10/05/2013
2,8,CONSOLA9,29/04/2013
7,7,IMPRES33,16/09/2022
4,11,DRONE99,10/03/2023
1,5,TV42,26/01/2023
0,7,AIRE2200,31/03/2012
6,9,CAMARAHD,15/05/2012
5,3,DRONE99,15/08/2022
5,5,CONSOLA9,07/04/2012
9,8,SMARTWAT,01/06/2016
1,7,AIRE2200,05/01/2022
2,9,TV42,17/09/2017
5,11,TABLET10,21/03/2019
4,6,IMPRES33,04/12/2015
5,5,DRONE99,04/08/2018
8,8,CONSOLA9,08/09/2024
7,8,CONSOLA9,21/11/2020
5,7,LAPTOP15,31/10/2022
6,3,LAPTOP15,29/08/2023
4,7,DRONE99,11/08/2020
4,12,CELULAA01,03/11/2010
5,7,AIRE2200,11/11/2013
5,2,IMPRES33,06/03/2016
3,8,LAPTOP15,15/01/2019
6,9,DRONE99,24/03/2013
8,12,LAPTOP15,13/11/2023
3,4,CELULAA01,27/08/2023
6,6,SMARTWAT,09/04/2025
3,10,SMARTWAT,23/07/2025
8,7,AIRE2200,04/01/2019
3,3,TV42,14/11/2010
11,7,LAPTOP15,17/11/2018
8,8,SMARTWAT,08/06/2017
10,8,DRONE99,27/06/2025
7,8,CAMARAHD,01/05/2015
9,6,CELULAA01,08/02/2011
7,3,CELULAA01,28/08/2020
8,5,IMPRES33,10/01/2016
8,7,CELULAA01,10/05/2018
4,10,CAMARAHD,15/06/2010
5,3,CELULAA01,30/07/2017
6,4,CONSOLA9,18/10/2016
5,5,CELULAA01,22/12/2016
2,8,IMPRES33,15/04/2016
5,6,DRONE99,10/01/2021
3,10,SMARTWAT,13/08/2025
7,6,CELULAA01,12/05/2025
1,7,AIRE2200,15/03/2012
1,8,TV42,11/02/2015
3,6,LAPTOP15,05/01/2013
2,8,IMPRES33,27/09/2016
5,7,CELULAA01,09/12/2019
0,5,AIRE2200,13/03/2017
4,6,TABLET10,17/01/2016
4,14,DRONE99,08/05/2019
3,7,TV42,27/07/2023
2,8,CAMARAHD,24/06/2024
5,7,CAMARAHD,02/01/2012
5,9,DRONE99,20/03/2014
3,9,TV42,28/11/2019
2,7,TABLET10,28/09/2014
6,9,TV42,18/02/2019
2,10,IMPRES33,12/11/2020
7,10,CAMARAHD,02/08/2021
5,7,SMARTWAT,22/05/2018
10,5,TV42,06/04/2011
2,4,CONSOLA9,23/07/2021
6,8,TABLET10,26/07/2013
6,8,SMARTWAT,22/06/2011
6,6,TABLET10,23/12/2016
4,12,AIRE2200,30/11/2025
6,11,TV42,14/05/2021
6,5,CELULAA01,18/01/2019
2,9,DRONE99,16/01/2013
3,7,IMPRES33,04/10/2021
3,10,DRONE99,03/10/2022
6,13,TABLET10,26/08/2010
2,4,CONSOLA9,24/11/2013
5,8,TV42,29/04/2014
3,11,TABLET10,03/07/2014
8,2,CAMARAHD,18/04/2011
3,3,LAPTOP15,06/08/2015
7,10,SMARTWAT,28/09/2010
2,7,CELULAA01,28/03/2020
4,8,DRONE99,19/02/2011
3,6,TABLET10,31/01/2018
6,5,IMPRES33,21/10/2025
5,8,TV42,20/06/2014
2,10,CONSOLA9,23/02/2016
12,9,TV42,06/04/2018
1,8,AIRE2200,30/05/2020
4,12,IMPRES33,30/04/2021
6,4,CAMARAHD,26/11/2018
4,6,LAPTOP15,02/04/2024
7,3,IMPRES33,11/10/2012
5,7,SMARTWAT,12/04/2025
4,5,AIRE2200,08/09/2010
7,7,SMARTWAT,05/06/2015
7,9,IMPRES33,10/05/2018
2,6,DRONE99,18/12/2020
5,4,DRONE99,29/04/2023
3,5,IMPRES33,03/01/2020
4,8,CELULAA01,25/12/2013
5,6,TV42,23/08/2020
7,9,TABLET10,01/03/2023
6,8,IMPRES33,14/05/2022
3,7,CONSOLA9,05/11/2017
6,6,TV42,21/09/2017
3,6,CONSOLA9,01/09/2013
4,14,TV42,20/10/2015
5,6,CAMARAHD,14/06/2025
4,8,TABLET10,11/01/2012
5,11,TV42,24/05/2016
4,8,TABLET10,13/08/2010
9,5,CAMARAHD,02/09/2018
6,6,DRONE99,11/02/2011
1,6,IMPRES33,27/08/2013
5,2,CONSOLA9,01/11/2022
7,5,CAMARAHD,22/10/2014
2,8,LAPTOP15,19/12/2014
4,8,CAMARAHD,09/07/2024
4,8,TV42,19/01/2015
2,6,TV42,14/03/2025
4,4,TV42,21/08/2014
6,8,CAMARAHD,14/01/2016
3,1,SMARTWAT,12/08/2024
4,5,TV42,09/03/2019
2,8,CELULAA01,06/07/2021
6,6,CELULAA01,14/06/2010
3,9,SMARTWAT,20/04/2025
4,5,TABLET10,14/03/2010
4,3,IMPRES33,19/08/2020
4,6,IMPRES33,19/12/2012
4,3,CONSOLA9,09/07/2024
6,6,TABLET10,19/11/2013
4,7,CELULAA01,26/06/2023
7,11,CAMARAHD,11/03/2010
4,9,IMPRES33,08/01/2015
3,11,CONSOLA9,30/08/2015
2,11,DRONE99,24/08/2023
4,9,SMARTWAT,07/11/2016
3,4,SMARTWAT,26/12/2025
1,6,AIRE2200,29/11/2025
4,5,IMPRES33,01/06/2024
5,5,LAPTOP15,05/03/2016
5,4,AIRE2200,04/07/2019
4,7,AIRE2200,12/06/2018
3,10,AIRE2200,27/10/2017
3,11,DRONE99,18/04/2020
6,8,TV42,27/08/2015
1,6,TABLET10,23/11/2014
5,5,TV42,20/06/2020
4,7,AIRE2200,11/10/2016
6,4,SMARTWAT,10/03/2025
6,3,LAPTOP15,05/09/2021
8,3,LAPTOP15,27/12/2023
4,8,SMARTWAT,28/11/2018
1,16,LAPTOP15,10/02/2023
7,5,LAPTOP15,18/04/2012
9,8,CAMARAHD,02/03/2010
2,8,AIRE2200,22/06/2021
5,6,TV42,09/11/2024
6,7,SMARTWAT,24/05/2018
2,7,LAPTOP15,05/08/2022
10,9,LAPTOP15,09/07/2024
5,2,CELULAA01,27/04/2023
2,7,IMPRES33,30/08/2023
5,8,TV42,04/05/2016
7,8,DRONE99,11/09/2016
5,6,LAPTOP15,08/05/2025
5,8,IMPRES33,04/06/2012
3,6,AIRE2200,21/10/2020
7,9,IMPRES33,07/06/2011
2,6,CONSOLA9,17/07/2017
11,10,IMPRES33,14/03/2016
6,5,AIRE2200,14/05/2024
5,10,LAPTOP15,17/04/2017
6,8,IMPRES33,18/03/2016
4,10,DRONE99,10/11/2015
4,7,CELULAA01,18/09/2024
5,6,TV42,13/12/2025
5,3,AIRE2200,11/08/2024
1,5,LAPTOP15,13/09/2016
7,9,IMPRES33,24/03/2014
9,7,AIRE2200,13/05/2013
6,10,SMARTWAT,08/08/2021
6,5,TV42,23/05/2015
3,2,TV42,11/04/2011
6,7,DRONE99,17/06/2023
8,11,DRONE99,24/01/2019
8,2,DRONE99,25/10/2024
8,5,SMARTWAT,03/03/2017
6,5,AIRE2200,08/04/2025
4,4,TV42,20/02/2013
3,7,DRONE99,28/07/2010
5,4,CONSOLA9,13/09/2024
5,10,SMARTWAT,26/02/2021
3,12,CELULAA01,18/08/2016
4,7,SMARTWAT,27/10/2015
6,3,AIRE2200,22/05/2019
4,8,CONSOLA9,28/01/2019
6,8,CONSOLA9,16/09/2018
3,9,CONSOLA9,17/10/2010
3,6,TABLET10,29/01/2023
4,11,TV42,18/11/2025
5,4,CONSOLA9,31/10/2022
3,4,LAPTOP15,05/04/2014
9,9,LAPTOP15,12/09/2017
3,6,CONSOLA9,31/12/2025
4,7,LAPTOP15,27/12/2014
5,5,IMPRES33,24/05/2025
1,5,CAMARAHD,28/12/2021
2,6,AIRE2200,26/04/2024
5,12,CONSOLA9,02/09/2020
6,8,TABLET10,25/01/2025
3,2,IMPRES33,15/01/2018
5,11,IMPRES33,18/05/2021
5,9,CONSOLA9,25/09/2016
6,13,SMARTWAT,24/10/2013
1,7,AIRE2200,01/10/2024
6,8,CAMARAHD,10/07/2022
5,7,CELULAA01,23/01/2014
7,4,LAPTOP15,03/08/2016
2,3,CONSOLA9,10/03/2012
2,8,CONSOLA9,23/07/2020
3,6,TABLET10,14/11/2012
2,10,CELULAA01,20/10/2015
